MJD	FLT	FLUXCAL	FLUXCALERR	MAG	MAGERR	TELESCOPE	INSTRUMENT
58896.289	r	47880.695	928.415	15.800	0.021	Swope	Direct/4Kx4K
58896.291	i	53244.156	1617.007	15.685	0.033	Swope	Direct/4Kx4K
58896.292	g	26456.856	4271.643	16.444	0.175	Swope	Direct/4Kx4K
58896.295	u	8098.595	249.078	17.729	0.033	Swope	Direct/4Kx4K
58896.302	V	37854.955	913.559	16.055	0.026	Swope	Direct/4Kx4K
58897.310	r	31826.480	2201.912	16.244	0.075	Swope	Direct/4Kx4K
58897.312	i	40241.966	399.761	15.989	0.011	Swope	Direct/4Kx4K
58897.314	g	24349.453	200.698	16.534	0.009	Swope	Direct/4Kx4K
58897.317	u	5977.541	118.982	18.058	0.022	Swope	Direct/4Kx4K
58897.324	V	33004.513	3407.213	16.203	0.112	Swope	Direct/4Kx4K
58897.326	B	17787.113	199.233	16.875	0.012	Swope	Direct/4Kx4K
58903.270	r	36086.951	1969.349	16.107	0.059	Swope	Direct/4Kx4K
58903.272	i	38935.662	468.957	16.024	0.013	Swope	Direct/4Kx4K
58903.274	g	23047.678	531.451	16.593	0.025	Swope	Direct/4Kx4K
58903.287	B	21216.227	534.315	16.683	0.027	Swope	Direct/4Kx4K
58904.321	r	30230.233	2982.787	16.299	0.107	Swope	Direct/4Kx4K
58904.323	i	33162.183	342.337	16.198	0.011	Swope	Direct/4Kx4K
58904.325	g	22380.114	381.822	16.626	0.019	Swope	Direct/4Kx4K
58904.327	u	5993.102	135.491	18.056	0.025	Swope	Direct/4Kx4K
58904.335	V	24303.432	1439.703	16.536	0.064	Swope	Direct/4Kx4K
58904.337	B	12328.541	1173.299	17.273	0.103	Swope	Direct/4Kx4K
58905.283	r	26853.664	224.667	16.427	0.009	Swope	Direct/4Kx4K
58905.287	i	24086.036	1120.155	16.546	0.051	Swope	Direct/4Kx4K
58905.287	i	24086.036	1120.155	16.546	0.051	Swope	Direct/4Kx4K
58905.290	g	20364.627	763.208	16.728	0.041	Swope	Direct/4Kx4K
58905.290	g	20364.627	763.208	16.728	0.041	Swope	Direct/4Kx4K
58905.294	u	4646.549	166.881	18.333	0.039	Swope	Direct/4Kx4K
58905.302	V	21504.669	901.715	16.669	0.046	Swope	Direct/4Kx4K
58905.302	V	21504.669	901.715	16.669	0.046	Swope	Direct/4Kx4K
58906.274	r	28071.526	399.195	16.380	0.015	Swope	Direct/4Kx4K
58906.277	i	31155.739	274.037	16.267	0.010	Swope	Direct/4Kx4K
58906.280	g	17647.495	774.437	16.883	0.048	Swope	Direct/4Kx4K
58906.283	u	7204.689	214.013	17.856	0.032	Swope	Direct/4Kx4K
58906.290	V	22841.216	645.943	16.603	0.031	Swope	Direct/4Kx4K
58906.295	B	13331.740	257.617	17.188	0.021	Swope	Direct/4Kx4K
58907.358	r	9992154000000000.000	2364625762430940.000	-12.499	0.257	Swope	Direct/4Kx4K
58907.361	i	26992.320	928.672	16.422	0.037	Swope	Direct/4Kx4K
58907.366	u	8459.413	252.247	17.682	0.032	Swope	Direct/4Kx4K
58907.373	V	25496.295	1160.833	16.484	0.049	Swope	Direct/4Kx4K
58908.297	r	28630.350	354.076	16.358	0.013	Swope	Direct/4Kx4K
58908.301	i	28297.357	325.642	16.370	0.012	Swope	Direct/4Kx4K
58908.305	g	21873.728	234.375	16.650	0.012	Swope	Direct/4Kx4K
58908.311	u	9704.756	306.362	17.532	0.034	Swope	Direct/4Kx4K
58908.320	V	28745.560	684.233	16.353	0.026	Swope	Direct/4Kx4K
58908.325	B	16987.056	222.968	16.925	0.014	Swope	Direct/4Kx4K
58909.355	r	27117.034	250.327	16.416	0.010	Swope	Direct/4Kx4K
58909.361	u	8668.261	188.378	17.655	0.024	Swope	Direct/4Kx4K
58909.372	B	14699.442	188.277	17.082	0.014	Swope	Direct/4Kx4K
58910.242	r	30702.956	232.594	16.282	0.008	Swope	Direct/4Kx4K
58910.248	g	17249.549	2639.172	16.908	0.166	Swope	Direct/4Kx4K
58910.250	u	11029.260	275.805	17.394	0.027	Swope	Direct/4Kx4K
58910.250	u	11029.260	275.805	17.394	0.027	Swope	Direct/4Kx4K
58910.258	V	23556.829	2888.311	16.569	0.133	Swope	Direct/4Kx4K
58910.261	B	22272.410	678.867	16.630	0.033	Swope	Direct/4Kx4K
58910.261	B	22272.410	678.867	16.630	0.033	Swope	Direct/4Kx4K
58911.196	r	21877.070	994.202	16.650	0.049	Swope	Direct/4Kx4K
58911.199	i	18932.593	2686.241	16.807	0.154	Swope	Direct/4Kx4K
58911.201	g	21386.970	1562.332	16.674	0.079	Swope	Direct/4Kx4K
58911.204	u	8137.071	1980.860	17.723	0.264	Swope	Direct/4Kx4K
58911.212	V	19825.727	4893.971	16.757	0.268	Swope	Direct/4Kx4K
58911.215	B	17565.802	551.657	16.888	0.034	Swope	Direct/4Kx4K
58912.266	r	24776.186	2603.903	16.515	0.114	Swope	Direct/4Kx4K
58912.269	i	25971.331	246.484	16.464	0.010	Swope	Direct/4Kx4K
58912.274	u	8978.496	228.472	17.617	0.028	Swope	Direct/4Kx4K
58912.282	V	23900.178	978.789	16.554	0.044	Swope	Direct/4Kx4K
58912.285	B	10341.404	2791.256	17.464	0.293	Swope	Direct/4Kx4K
58921.251	u	5858.999	361.910	18.080	0.067	Swope	Direct/4Kx4K
58921.258	V	17287.287	569.235	16.905	0.036	Swope	Direct/4Kx4K
58921.262	B	11673.509	1016.345	17.332	0.095	Swope	Direct/4Kx4K
58923.275	i	22968.610	257.332	16.597	0.012	Swope	Direct/4Kx4K
58923.287	V	20038.798	270.709	16.745	0.015	Swope	Direct/4Kx4K
58923.289	B	12718.867	267.208	17.239	0.023	Swope	Direct/4Kx4K
58873.248	G	147231.250	27120.999	14.580	0.200	Gaia	Gaia-Photometric
58866.564	i	250985.901	1371.323	14.001	0.005	Pan-STARRS1	GPC1
58866.567	g	230664.392	965.107	14.093	0.004	Pan-STARRS1	GPC1
58869.569	r	261529.088	796.075	13.956	0.003	Pan-STARRS1	GPC1
58869.572	g	147829.123	700.895	14.576	0.005	Pan-STARRS1	GPC1
58942.514	r	9572.822	340.598	17.547	0.039	Pan-STARRS1	GPC1
58942.517	z	16474.036	749.120	16.958	0.049	Pan-STARRS1	GPC1
58976.422	r	4830.143	697.618	18.290	0.157	Pan-STARRS1	GPC1
58603.236	B	2731.059	2731.059	18.909	1.086	Nickel	Direct/2Kx2K
58603.240	V	18103.363	2869.694	16.856	0.172	Nickel	Direct/2Kx2K
58612.249	i	10789.071	10789.071	17.418	1.086	Nickel	Direct/2Kx2K
58635.235	r	4066.738	1355.579	18.477	0.362	Nickel	Direct/2Kx2K
58638.223	r	10821.344	388.071	17.414	0.039	Nickel	Direct/2Kx2K
58638.224	i	1892.657	630.886	19.307	0.362	Nickel	Direct/2Kx2K
58645.238	B	2308.054	769.351	19.092	0.362	Nickel	Direct/2Kx2K
58645.240	V	1413.354	471.118	19.624	0.362	Nickel	Direct/2Kx2K
58652.239	r	2112.406	704.135	19.188	0.362	Nickel	Direct/2Kx2K
58655.243	V	3851.725	1283.908	18.536	0.362	Nickel	Direct/2Kx2K
58655.245	r	2570.315	856.772	18.975	0.362	Nickel	Direct/2Kx2K
58655.247	i	2769.993	923.331	18.894	0.362	Nickel	Direct/2Kx2K
58665.253	r	3337.081	1112.360	18.692	0.362	Nickel	Direct/2Kx2K
58675.232	B	1763.007	587.669	19.384	0.362	Nickel	Direct/2Kx2K
58680.215	i	14878.487	4959.496	17.069	0.362	Nickel	Direct/2Kx2K
58688.195	r	2936.689	978.896	18.830	0.362	Nickel	Direct/2Kx2K
58688.196	i	3019.203	1006.401	18.800	0.362	Nickel	Direct/2Kx2K
58696.198	r	3259.966	1086.655	18.717	0.362	Nickel	Direct/2Kx2K
58696.200	i	2673.157	891.052	18.932	0.362	Nickel	Direct/2Kx2K
58700.197	r	6804.014	2268.005	17.918	0.362	Nickel	Direct/2Kx2K
58880.437	B	2940.502	2940.502	18.829	1.086	Nickel	Direct/2Kx2K
58880.439	V	5430.470	5430.470	18.163	1.086	Nickel	Direct/2Kx2K
58880.441	r	4354.900	4354.900	18.403	1.086	Nickel	Direct/2Kx2K
58880.443	i	9297.237	9297.237	17.579	1.086	Nickel	Direct/2Kx2K
58895.430	i	60553.929	3433.315	15.545	0.062	Nickel	Direct/2Kx2K
58900.382	r	26127.813	7315.756	16.457	0.304	Nickel	Direct/2Kx2K
58954.155	B	2893.500	2893.500	18.846	1.086	Nickel	Direct/2Kx2K
58954.184	i	2422.739	2422.739	19.039	1.086	Nickel	Direct/2Kx2K
58963.194	B	4554.160	4554.160	18.354	1.086	Nickel	Direct/2Kx2K
58963.200	V	6354.688	6354.688	17.992	1.086	Nickel	Direct/2Kx2K
58963.211	i	3901.205	3901.205	18.522	1.086	Nickel	Direct/2Kx2K
58856.304	up	47401.696	1544.127	15.810	0.035	Siding Spring 1m	Sinistro
58856.307	gp	50532.350	868.004	15.741	0.019	Siding Spring 1m	Sinistro
58856.309	ip	46738.487	764.415	15.826	0.018	Siding Spring 1m	Sinistro
58856.367	up	41493.179	2149.300	15.955	0.056	Siding Spring 1m	Sinistro
58856.368	gp	62464.567	885.273	15.511	0.015	Siding Spring 1m	Sinistro
58856.409	up	39338.267	1722.346	16.013	0.048	Siding Spring 1m	Sinistro
58856.410	gp	72313.225	3744.497	15.352	0.056	Siding Spring 1m	Sinistro
58856.411	rp	16662.905	4344.425	16.945	0.283	Siding Spring 1m	Sinistro
58856.412	ip	46492.553	2084.949	15.832	0.049	Siding Spring 1m	Sinistro
58856.698	rp	82465.514	1170.583	15.209	0.015	Siding Spring 1m	Sinistro
58856.699	ip	72307.826	2654.537	15.352	0.040	Siding Spring 1m	Sinistro
58857.301	up	38271.287	3164.723	16.043	0.090	Siding Spring 1m	Sinistro
58857.302	gp	64375.871	1573.994	15.478	0.027	Siding Spring 1m	Sinistro
58857.303	rp	61704.493	816.789	15.524	0.014	Siding Spring 1m	Sinistro
58857.304	ip	46702.977	2008.340	15.826	0.047	Siding Spring 1m	Sinistro
58857.316	up	33903.350	4767.639	16.174	0.153	Siding Spring 1m	Sinistro
58857.317	gp	47832.364	2125.170	15.801	0.048	Siding Spring 1m	Sinistro
58857.319	ip	58903.072	688.770	15.575	0.013	Siding Spring 1m	Sinistro
58857.345	up	42203.101	1510.630	15.936	0.039	Siding Spring 1m	Sinistro
58857.347	gp	53869.506	3359.099	15.671	0.068	Siding Spring 1m	Sinistro
58857.349	ip	58568.653	624.085	15.581	0.012	Siding Spring 1m	Sinistro
58858.300	gp	79604.959	894.106	15.247	0.012	Siding Spring 1m	Sinistro
58858.302	ip	69518.323	1134.874	15.395	0.018	Siding Spring 1m	Sinistro
58858.305	up	48596.159	2591.644	15.783	0.058	Siding Spring 1m	Sinistro
58858.308	rp	93260.948	879.868	15.075	0.010	Siding Spring 1m	Sinistro
58858.338	gp	93530.159	1156.239	15.073	0.013	Siding Spring 1m	Sinistro
58858.340	rp	94619.269	1082.869	15.060	0.012	Siding Spring 1m	Sinistro
58858.341	ip	91540.154	3220.099	15.095	0.038	Siding Spring 1m	Sinistro
58859.049	up	61081.504	1790.839	15.536	0.032	Siding Spring 1m	Sinistro
58859.051	gp	113381.599	1382.453	14.863	0.013	Siding Spring 1m	Sinistro
58859.052	rp	112124.781	1547.632	14.876	0.015	Siding Spring 1m	Sinistro
58859.053	ip	100541.518	874.808	14.994	0.009	Siding Spring 1m	Sinistro
58859.297	gp	116789.357	1443.820	14.831	0.013	Siding Spring 1m	Sinistro
58859.298	rp	127773.691	1290.442	14.734	0.011	Siding Spring 1m	Sinistro
58859.300	ip	102641.357	4056.101	14.971	0.043	Siding Spring 1m	Sinistro
58859.689	gp	116007.566	2847.756	14.839	0.027	Siding Spring 1m	Sinistro
58859.690	rp	65948.312	5747.255	15.452	0.095	Siding Spring 1m	Sinistro
58859.691	ip	74384.762	5179.199	15.322	0.076	Siding Spring 1m	Sinistro
58860.047	up	85923.981	2244.280	15.164	0.028	Siding Spring 1m	Sinistro
58860.048	gp	89179.656	4854.263	15.124	0.059	Siding Spring 1m	Sinistro
58860.049	rp	166091.929	2992.748	14.449	0.020	Siding Spring 1m	Sinistro
58860.051	ip	150036.819	2154.826	14.559	0.016	Siding Spring 1m	Sinistro
58861.049	up	127338.884	3609.111	14.738	0.031	Siding Spring 1m	Sinistro
58861.050	gp	209865.035	2793.270	14.195	0.014	Siding Spring 1m	Sinistro
58861.052	rp	195932.233	2176.277	14.270	0.012	Siding Spring 1m	Sinistro
58861.053	ip	180220.689	2880.388	14.361	0.017	Siding Spring 1m	Sinistro
58861.292	gp	192284.501	2580.526	14.290	0.015	Siding Spring 1m	Sinistro
58861.293	rp	194612.319	1833.701	14.277	0.010	Siding Spring 1m	Sinistro
58861.294	ip	168428.162	2433.716	14.434	0.016	Siding Spring 1m	Sinistro
58861.683	gp	180470.852	4100.298	14.358	0.025	Siding Spring 1m	Sinistro
58861.685	rp	220661.110	2552.793	14.141	0.013	Siding Spring 1m	Sinistro
58861.686	ip	201485.449	2311.664	14.239	0.012	Siding Spring 1m	Sinistro
58864.310	rp	291036.318	11516.994	13.841	0.043	Siding Spring 1m	Sinistro
58864.312	ip	280378.981	8103.801	13.880	0.031	Siding Spring 1m	Sinistro
58864.752	up	125427.011	3291.537	14.754	0.028	Siding Spring 1m	Sinistro
58864.754	gp	259044.703	3127.345	13.966	0.013	Siding Spring 1m	Sinistro
58864.755	rp	282228.666	2920.478	13.873	0.011	Siding Spring 1m	Sinistro
58864.756	ip	246279.924	2574.056	14.022	0.011	Siding Spring 1m	Sinistro
58866.302	up	113411.465	3626.418	14.863	0.035	Siding Spring 1m	Sinistro
58866.304	gp	33604.380	7926.997	16.184	0.256	Siding Spring 1m	Sinistro
58866.305	rp	187526.604	7057.183	14.318	0.041	Siding Spring 1m	Sinistro
58866.306	ip	120169.544	8903.638	14.801	0.080	Siding Spring 1m	Sinistro
58867.300	up	65500.574	1839.614	15.459	0.031	Siding Spring 1m	Sinistro
58867.301	gp	207315.911	2911.043	14.208	0.015	Siding Spring 1m	Sinistro
58867.302	rp	293646.356	1974.988	13.831	0.007	Siding Spring 1m	Sinistro
58867.304	ip	253272.389	2067.959	13.991	0.009	Siding Spring 1m	Sinistro
58868.273	gp	192250.506	3397.679	14.290	0.019	Siding Spring 1m	Sinistro
58868.274	rp	294441.606	2107.901	13.828	0.008	Siding Spring 1m	Sinistro
58869.270	gp	170233.812	1689.432	14.422	0.011	Siding Spring 1m	Sinistro
58869.273	ip	214767.415	3967.602	14.170	0.020	Siding Spring 1m	Sinistro
58872.286	up	21082.105	999.863	16.691	0.052	Siding Spring 1m	Sinistro
58872.287	gp	133912.388	5995.943	14.682	0.049	Siding Spring 1m	Sinistro
58872.289	rp	191852.885	3568.620	14.292	0.020	Siding Spring 1m	Sinistro
58872.290	ip	189814.004	1962.641	14.304	0.011	Siding Spring 1m	Sinistro
58873.087	up	18236.227	532.047	16.848	0.032	Siding Spring 1m	Sinistro
58873.088	gp	95989.792	1325.592	15.045	0.015	Siding Spring 1m	Sinistro
58873.089	rp	194555.502	1269.024	14.278	0.007	Siding Spring 1m	Sinistro
58873.091	ip	177223.431	1145.044	14.378	0.007	Siding Spring 1m	Sinistro
58874.281	up	20185.818	1224.861	16.738	0.066	Siding Spring 1m	Sinistro
58874.282	gp	117016.562	1411.437	14.829	0.013	Siding Spring 1m	Sinistro
58874.284	rp	186325.407	1334.449	14.324	0.008	Siding Spring 1m	Sinistro
58874.285	ip	123992.167	8371.123	14.766	0.073	Siding Spring 1m	Sinistro
58875.253	up	14296.633	545.374	17.111	0.041	Siding Spring 1m	Sinistro
58875.254	gp	77662.941	839.726	15.275	0.012	Siding Spring 1m	Sinistro
58875.255	rp	148503.767	1309.971	14.571	0.010	Siding Spring 1m	Sinistro
58875.257	ip	140448.199	982.967	14.631	0.008	Siding Spring 1m	Sinistro
58876.336	rp	116835.027	1655.833	14.831	0.015	Siding Spring 1m	Sinistro
58877.258	rp	118594.760	1521.014	14.815	0.014	Siding Spring 1m	Sinistro
58878.339	up	16128.916	1359.751	16.981	0.092	Siding Spring 1m	Sinistro
58878.340	gp	43644.709	2592.325	15.900	0.065	Siding Spring 1m	Sinistro
58878.341	rp	101295.663	1974.448	14.986	0.021	Siding Spring 1m	Sinistro
58878.343	ip	105893.765	693.838	14.938	0.007	Siding Spring 1m	Sinistro
58881.993	up	15052.152	709.539	17.056	0.051	Siding Spring 1m	Sinistro
58881.994	gp	34965.078	9662.278	16.141	0.300	Siding Spring 1m	Sinistro
58881.996	rp	82620.149	1746.353	15.208	0.023	Siding Spring 1m	Sinistro
58881.997	ip	67119.375	5823.657	15.433	0.094	Siding Spring 1m	Sinistro
58884.370	gp	29766.042	8225.621	16.315	0.300	Siding Spring 1m	Sinistro
58887.382	up	13644.634	483.254	17.163	0.038	Siding Spring 1m	Sinistro
58887.383	gp	37765.635	1322.316	16.057	0.038	Siding Spring 1m	Sinistro
58887.385	rp	21758.707	2708.722	16.656	0.135	Siding Spring 1m	Sinistro
58887.386	ip	54573.860	496.619	15.658	0.010	Siding Spring 1m	Sinistro
58891.959	up	13876.888	875.619	17.144	0.069	Siding Spring 1m	Sinistro
58891.961	gp	26068.858	1029.188	16.460	0.043	Siding Spring 1m	Sinistro
58891.962	rp	50449.013	1663.797	15.743	0.036	Siding Spring 1m	Sinistro
58891.963	ip	51509.187	822.408	15.720	0.017	Siding Spring 1m	Sinistro
58898.377	up	11635.233	581.501	17.335	0.054	Siding Spring 1m	Sinistro
58898.379	gp	24912.314	2849.900	16.509	0.124	Siding Spring 1m	Sinistro
58898.380	rp	37847.594	973.352	16.055	0.028	Siding Spring 1m	Sinistro
58898.381	ip	39467.464	397.487	16.010	0.011	Siding Spring 1m	Sinistro
58906.100	gp	38837.205	563.879	16.027	0.016	Siding Spring 1m	Sinistro
58906.101	rp	41866.828	1909.488	15.946	0.050	Siding Spring 1m	Sinistro
58906.102	ip	45572.702	890.298	15.854	0.021	Siding Spring 1m	Sinistro
58910.159	gp	33666.937	705.317	16.182	0.023	Siding Spring 1m	Sinistro
58910.161	ip	27940.746	3374.637	16.385	0.131	Siding Spring 1m	Sinistro
58914.263	up	11475.981	591.628	17.351	0.056	Siding Spring 1m	Sinistro
58914.267	gp	13721.423	1975.459	17.157	0.156	Siding Spring 1m	Sinistro
58914.269	ip	31806.101	580.813	16.244	0.020	Siding Spring 1m	Sinistro
58919.142	gp	24484.359	734.554	16.527	0.033	Siding Spring 1m	Sinistro
58929.497	up	9348.382	792.000	17.573	0.092	Siding Spring 1m	Sinistro
58929.499	gp	28602.600	1231.757	16.359	0.047	Siding Spring 1m	Sinistro
58929.500	rp	433265.406	433265.406	13.408	1.086	Siding Spring 1m	Sinistro
58929.501	ip	620000.794	620000.794	13.019	1.086	Siding Spring 1m	Sinistro
58935.618	up	61967.496	20655.832	15.520	0.362	Siding Spring 1m	Sinistro
58935.638	up	55784.498	18594.833	15.634	0.362	Siding Spring 1m	Sinistro
58935.639	gp	13176.239	4392.080	17.201	0.362	Siding Spring 1m	Sinistro
58935.640	rp	18249.911	6083.304	16.847	0.362	Siding Spring 1m	Sinistro
58935.641	ip	19825.820	6608.607	16.757	0.362	Siding Spring 1m	Sinistro
58943.459	up	75526.497	25175.499	15.305	0.362	Siding Spring 1m	Sinistro
58943.460	gp	13954.829	4651.610	17.138	0.362	Siding Spring 1m	Sinistro
58943.461	rp	25372.677	8457.559	16.489	0.362	Siding Spring 1m	Sinistro
58943.462	ip	40559.457	13519.819	15.980	0.362	Siding Spring 1m	Sinistro
